location,size,total_sqft,bath,price,enc_loc
Uttarahalli,3,1480.0,2,58.0,205
KR Puram,3,1583.0,2,70.445,108
others,2,1206.0,2,53.0,219
Hosakerehalli,2,925.0,2,46.5,96
8th Phase JP Nagar,2,909.0,2,40.9,8
Brookefield,2,1100.0,2,55.0,49
Yelahanka,3,1484.0,2,56.4,215
Ramamurthy Nagar,2,1125.0,2,47.0,180
Whitefield,4,2882.0,5,158.0,213
Kundalahalli,3,2075.0,3,115.0,143
others,2,1250.0,2,58.0,219
Horamavu Banaswadi,2,1272.0,2,51.5,93
others,2,625.0,2,24.0,219
1st Phase JP Nagar,1,840.0,2,50.0,2
Rayasandra,1,583.0,1,26.9,181
Kanakapura,3,2200.0,3,121.0,119
Marathahalli,3,1600.0,3,58.0,153
Chikkalasandra,3,1365.0,2,49.0,56
others,3,1300.0,3,64.0,219
others,1,1200.0,1,69.0,219
Kaggadasapura,3,1500.0,3,75.0,111
7th Phase JP Nagar,2,1187.0,2,59.0,7
Kundalahalli,2,1120.0,2,53.76,143
others,3,1717.0,3,99.0,219
others,3,2099.0,3,95.0,219
Kasturi Nagar,2,1100.0,2,58.0,124
others,1,1200.0,1,48.0,219
Kothanur,1,1500.0,1,75.0,139
Sultan Palaya,3,1765.0,3,80.0,196
Mysore Road,2,1237.0,2,73.0,158
Lakshminarayana Pura,2,1300.0,2,70.0,146
Whitefield,2,1105.0,2,39.99,213
Banashankari,2,1186.0,2,65.0,27
others,4,900.0,3,51.0,219
Kengeri,2,750.0,2,35.5,128
others,3,1430.0,2,78.65,219
others,3,2108.0,3,85.0,219
Banashankari,3,1650.0,3,101.0,27
Rayasandra,2,1198.0,2,54.0,181
others,2,1190.0,2,70.0,219
others,2,900.0,2,41.0,219
Kanakapura,2,1340.0,2,65.0,119
Yelahanka,2,1260.0,2,59.2,215
JP Nagar,2,820.0,2,45.0,102
Electronic City,2,1296.0,2,65.0,70
Uttarahalli,2,1190.0,2,53.55,205
Sarjapura - Attibele Road,3,1800.0,3,90.0,186
Yelahanka,2,1102.0,2,52.0,215
Sarjapur,2,913.0,2,36.0,184
Prithvi Layout,3,1620.0,3,65.0,173
Yelahanka,2,1519.0,2,65.0,215
others,2,1250.0,2,68.0,219
Haralur Road,2,1056.0,2,60.0,84
Whitefield,3,1200.0,3,68.4,213
others,2,1290.0,1,77.5,219
others,2,1150.0,2,48.0,219
Gollarapalya Hosahalli,2,861.0,2,36.5,76
others,2,1065.0,2,45.0,219
Vittasandra,2,1238.0,2,67.32,212
Dasanapura,2,814.0,2,42.0,60
Dodda Nekkundi,2,1145.0,2,46.5,63
others,2,750.0,2,36.0,219
Banashankari,3,1300.0,2,55.0,27
Whitefield,2,982.0,2,37.0,213
Rayasandra,3,1555.0,3,75.17,181
Kaggadasapura,2,1225.0,2,48.0,111
Electronics City Phase 1,2,1085.0,2,46.0,72
Yelahanka,3,1859.0,3,108.0,215
9th Phase JP Nagar,2,1079.0,2,60.0,9
Shivaji Nagar,2,550.0,1,27.0,190
Whitefield,2,1118.0,2,42.0,213
CV Raman Nagar,2,1198.0,2,60.0,51
Banashankari Stage VI,2,1160.0,2,59.0,31
Kannamangala,2,957.0,2,52.5,121
Bannerghatta Road,2,1268.0,2,69.0,35
Bannerghatta Road,3,1450.0,2,87.0,35
others,3,1600.0,2,75.0,219
Uttarahalli,3,1330.0,2,57.0,205
Jakkur,3,1355.0,2,65.0,103
Chikkalasandra,2,1075.0,2,46.76,56
others,2,900.0,1,44.0,219
Haralur Road,2,1140.0,2,42.0,84
Padmanabhanagar,3,1710.0,2,90.63,170
Electronic City Phase II,3,1549.0,3,80.0,71
Marathahalli,1,700.0,1,38.0,153
Whitefield,2,1216.0,2,69.0,213
Electronic City Phase II,2,1065.0,2,56.13,71
Pai Layout,2,1400.0,2,57.5,171
Haralur Road,2,1245.0,2,62.0,84
Panathur,3,1580.0,3,71.89,172
Subramanyapura,3,1800.0,3,90.0,195
Kasavanhalli,3,1494.0,3,82.0,123
BTM Layout,2,1020.0,2,46.5,24
Mysore Road,2,883.0,2,45.0,158
6th Phase JP Nagar,2,1213.0,2,63.0,6
Hegde Nagar,3,1835.0,3,88.0,88
Gottigere,2,945.0,2,45.0,77
Electronics City Phase 1,3,1450.0,3,72.54,72
5th Phase JP Nagar,2,1000.0,2,48.0,5
Choodasandra,2,1215.0,2,59.0,57
Yelachenahalli,3,1330.0,3,73.5,214
Bellandur,3,2000.0,3,85.0,41
Jigani,3,1200.0,3,65.0,106
others,3,1500.0,3,72.0,219
Kanakpura Road,3,1737.0,3,85.0,120
others,3,1280.0,2,48.0,219
CV Raman Nagar,2,1560.0,2,85.0,51
Kambipura,2,883.0,2,44.0,116
Kengeri Satellite Town,2,750.0,2,33.0,129
Brookefield,4,2400.0,3,140.0,49
others,2,900.0,2,45.0,219
Hormavu,2,1030.0,2,49.35,94
Hennur Road,3,1831.0,3,110.0,90
7th Phase JP Nagar,2,1000.0,2,61.0,7
Budigere,3,1820.0,3,85.4,50
Bisuvanahalli,3,1075.0,2,41.0,45
TC Palaya,3,1500.0,3,83.0,197
Electronics City Phase 1,1,360.0,1,16.9,72
Kadugodi,1,925.0,1,40.7,110
others,2,1145.0,2,58.4,219
 Devarachikkanahalli,2,947.0,2,43.0,0
Kalena Agrahara,2,1120.0,2,40.0,114
Kaggadasapura,3,1805.0,2,75.0,111
others,3,1677.0,3,98.0,219
Uttarahalli,3,1560.0,3,74.0,205
Electronics City Phase 1,1,638.0,1,32.0,72
Thigalarapalya,2,1000.0,2,48.53,200
Akshaya Nagar,3,1420.0,2,75.0,12
Sarjapur  Road,3,1539.0,3,85.0,185
others,3,1550.0,3,59.0,219
Kasavanhalli,3,1555.0,3,82.0,123
Seegehalli,3,1553.0,3,68.0,188
others,2,1020.0,2,60.0,219
Uttarahalli,3,1250.0,2,50.0,205
Sanjay nagar,3,1450.0,3,75.0,183
Haralur Road,2,1140.0,2,58.0,84
Kanakpura Road,2,700.0,2,35.07,120
Whitefield,3,1200.0,3,56.0,213
Yelahanka,2,1050.0,2,45.0,215
Somasundara Palya,3,1600.0,3,69.0,192
Bannerghatta Road,3,1625.0,2,75.0,35
others,2,1492.0,2,65.0,219
Whitefield,4,2856.0,5,157.5,213
Sarjapur  Road,3,1489.0,2,82.0,185
Kanakapura,3,1560.0,2,62.38,119
others,3,1431.0,3,65.0,219
Sarjapur  Road,3,1550.0,2,69.75,185
Kodichikkanahalli,2,1026.0,2,45.0,131
Hennur,3,1260.0,2,52.0,89
others,2,690.0,2,42.0,219
Attibele,3,2400.0,3,120.0,22
Thanisandra,2,1039.0,2,39.5,199
Malleshwaram,3,2520.0,3,150.0,152
Brookefield,2,1225.0,2,66.5,49
Bommanahalli,2,1350.0,2,72.0,46
Hoodi,3,1490.0,3,79.0,91
others,3,1391.0,2,64.5,219
Rachenahalli,2,1200.0,2,50.0,175
Yelahanka,2,1322.0,2,80.0,215
Whitefield,3,2173.0,3,128.0,213
Thubarahalli,2,1200.0,2,47.0,201
Mysore Road,2,1170.0,2,65.0,158
NRI Layout,2,1125.0,2,45.56,160
Devanahalli,1,698.5,1,28.57,62
Electronics City Phase 1,2,1175.0,2,64.98,72
others,2,900.0,2,33.0,219
Electronics City Phase 1,1,585.0,1,21.0,72
Bannerghatta Road,2,960.0,2,58.0,35
NGR Layout,1,907.0,1,38.0,159
Old Madras Road,2,1210.0,2,74.0,169
others,2,1230.0,2,70.0,219
5th Phase JP Nagar,3,1350.0,2,75.0,5
Kenchenahalli,2,1150.0,2,58.0,127
Sarjapur,3,1404.0,2,53.35,184
OMBR Layout,2,1050.0,2,48.0,167
Yelahanka,2,1285.0,2,56.0,215
Hormavu,2,1018.0,2,50.8,94
Hoskote,3,1200.0,3,57.0,97
others,3,1600.0,3,95.0,219
9th Phase JP Nagar,2,1480.0,2,80.0,9
Kaval Byrasandra,1,480.0,1,25.0,126
Akshaya Nagar,3,1435.0,3,53.0,12
others,1,600.0,2,23.0,219
CV Raman Nagar,3,1590.0,2,85.0,51
Nagavara,2,936.0,2,40.2,163
Kengeri,3,1741.0,3,80.0,128
Varthur Road,2,1050.0,2,42.7,207
Tumkur Road,2,1027.0,2,60.0,203
others,2,596.0,2,22.0,219
Sector 2 HSR Layout,3,1600.0,3,70.0,187
Sahakara Nagar,2,1000.0,2,60.0,182
Varthur,2,1120.0,2,44.24,206
Kudlu Gate,2,1185.0,2,50.0,141
Rayasandra,3,1458.0,3,60.0,181
Hormavu,3,1555.0,3,75.0,94
others,2,1200.0,2,45.0,219
Sarjapur  Road,2,1308.0,2,58.86,185
Kudlu,2,1024.0,2,44.0,140
Kanakapura,3,1450.0,3,75.0,119
Electronic City,2,1096.0,2,40.55,70
Horamavu Agara,2,1107.83,2,41.51,92
8th Phase JP Nagar,3,1431.5,3,72.02,8
GM Palaya,3,1315.0,2,65.0,74
others,2,1000.0,2,44.0,219
Hosakerehalli,3,1596.0,3,79.8,96
others,2,1200.0,2,43.0,219
8th Phase JP Nagar,3,1900.0,4,90.0,8
Kudlu Gate,3,1664.0,3,68.0,141
Hoodi,2,1240.0,2,65.0,91
Electronics City Phase 1,2,1200.0,2,59.76,72
others,2,1112.0,2,68.0,219
Mahadevpura,2,1136.0,2,64.5,149
Jigani,2,914.0,2,55.0,106
Rachenahalli,2,1050.0,2,47.25,175
Marathahalli,3,1385.0,2,68.5,153
Yelahanka,2,845.0,2,43.0,215
Thanisandra,2,1450.0,2,57.0,199
HSR Layout,3,1360.0,2,53.0,83
Singasandra,2,1375.0,2,58.0,191
Uttarahalli,2,1125.0,2,48.0,205
others,2,1107.0,2,40.0,219
Yelachenahalli,2,800.0,1,30.0,214
TC Palaya,3,1350.0,3,60.0,197
Whitefield,3,1755.0,3,101.0,213
Hulimavu,2,1200.0,2,50.0,99
others,2,1200.0,2,67.0,219
others,2,1266.67,2,69.0,219
others,3,1300.0,3,64.0,219
Mysore Road,2,1029.5,2,50.855,158
Sarjapur  Road,2,920.0,2,40.0,185
Munnekollal,3,1750.0,3,86.5,156
Dasanapura,2,1163.0,2,65.0,60
others,3,1800.0,3,95.0,219
CV Raman Nagar,2,1100.0,2,58.0,51
R.T. Nagar,2,1200.0,2,60.0,174
others,3,1410.0,3,65.0,219
Begur Road,3,1933.0,3,98.0,40
Begur Road,2,1200.0,2,45.6,40
Whitefield,3,1608.0,2,63.0,213
Horamavu Banaswadi,2,1156.0,2,46.9,93
others,2,1230.0,2,75.0,219
Kasavanhalli,1,770.0,1,43.82,123
Ardendale,3,1777.26,3,105.0,20
Sarjapur  Road,3,3044.0,3,183.0,185
others,2,1080.0,2,44.8,219
others,2,2400.0,2,135.0,219
Hulimavu,3,1450.0,3,72.0,99
Kothanur,2,1075.0,2,53.0,139
Sarjapur  Road,3,1163.0,2,62.0,185
KR Puram,2,1140.0,2,43.32,108
Electronic City,2,1110.0,2,39.95,70
HBR Layout,2,1089.0,2,60.0,81
others,2,880.0,2,48.0,219
Banashankari Stage III,3,1480.0,3,75.48,29
Hebbal,2,1200.0,2,60.0,86
Yelahanka,2,1305.0,2,78.0,215
others,2,1150.0,2,45.0,219
others,2,1194.0,2,55.0,219
others,3,2000.0,3,90.0,219
others,2,1025.0,2,42.5,219
Horamavu Agara,2,980.0,2,38.19,92
others,2,1022.0,2,57.0,219
others,2,1153.0,2,45.0,219
Pai Layout,2,1175.0,2,60.0,171
Vidyaranyapura,3,1560.0,3,68.0,208
Billekahalli,2,1350.0,3,55.0,44
others,2,1200.0,1,54.0,219
Electronic City,4,2093.0,4,104.0,70
Bannerghatta Road,2,1275.0,2,73.0,35
Begur Road,3,1444.0,2,71.5,40
others,2,950.0,2,38.0,219
Banashankari Stage II,3,1240.0,2,59.52,28
Hennur,2,1231.0,2,50.0,89
Sarjapur  Road,3,3004.0,4,158.0,185
Subramanyapura,3,1260.0,2,76.0,195
Yelahanka,2,1180.0,2,56.0,215
Uttarahalli,3,1255.0,2,50.19,205
Electronic City,2,1025.0,2,53.9,70
Hennur,5,2500.0,5,125.0,89
others,2,1012.0,2,42.0,219
Chandapura,2,1200.0,2,65.0,52
Sarjapur  Road,2,1115.0,2,43.0,185
Green Glen Layout,3,1680.0,4,95.0,78
Shampura,3,1700.0,3,75.0,189
Hennur Road,2,1232.0,2,74.0,90
Anekal,2,766.0,2,28.0,18
Kanakpura Road,1,525.0,1,27.0,120
Choodasandra,3,1254.0,2,65.0,57
others,2,1333.0,2,77.27,219
Raja Rajeshwari Nagar,3,1375.0,2,54.99,176
Ardendale,3,1650.0,3,82.0,20
Thanisandra,3,1430.0,2,51.48,199
Electronic City,2,940.0,2,54.0,70
Electronic City,1,435.0,1,21.0,70
Electronic City,3,1500.0,2,77.5,70
Koramangala,3,1890.0,2,100.0,137
Haralur Road,2,1027.0,2,43.0,84
Whitefield,3,1495.0,2,61.28,213
Yelahanka,3,1711.0,3,85.61,215
Ramamurthy Nagar,2,1334.0,2,67.0,180
Kengeri Satellite Town,2,920.0,2,39.0,129
Electronic City,3,1631.0,3,80.0,70
Kanakpura Road,1,525.0,1,27.5,120
Jalahalli,3,1395.0,3,82.0,104
others,3,2000.0,3,105.0,219
Hennur Road,2,1232.0,2,66.0,90
others,2,1075.0,2,55.0,219
Gubbalala,2,1205.0,2,70.0,79
Rayasandra,3,1179.0,2,55.0,181
Kodigehaali,2,1013.0,2,51.0,132
7th Phase JP Nagar,2,1200.0,2,62.5,7
Marathahalli,2,1065.0,2,55.0,153
Lakshminarayana Pura,2,1395.0,2,75.0,146
others,2,1007.0,2,43.0,219
Kengeri,3,1436.0,2,55.0,128
Kengeri,2,1200.0,2,58.0,128
Mysore Road,2,940.0,2,43.61,158
KR Puram,6,4300.0,6,175.0,108
others,2,1000.0,2,60.0,219
others,3,5720.0,3,350.0,219
others,2,1012.0,2,59.0,219
Gunjur,3,2132.0,3,80.0,80
Margondanahalli,2,1200.0,2,69.0,154
others,3,1280.0,2,49.0,219
Thanisandra,3,1370.0,2,61.0,199
others,2,925.0,2,35.0,219
TC Palaya,2,1500.0,2,75.0,197
Tumkur Road,2,992.0,2,60.0,203
Uttarahalli,2,1163.0,2,68.0,205
Sarjapur  Road,2,1229.0,2,70.0,185
Electronic City Phase II,2,1219.0,2,61.26,71
Kasavanhalli,2,1147.0,2,60.0,123
Nagarbhavi,2,1190.0,2,63.0,161
others,3,1240.0,2,65.0,219
Jigani,3,1352.0,3,65.0,106
others,2,1100.0,2,55.0,219
Electronic City,2,1355.0,2,67.0,70
Ramamurthy Nagar,2,1200.0,2,46.0,180
Sarjapur  Road,2,1342.0,2,70.0,185
others,2,1340.0,2,65.0,219
Devanahalli,2,1080.0,2,52.0,62
Hennur Road,3,2700.0,3,150.0,90
Amruthahalli,3,1605.0,3,65.0,15
Margondanahalli,2,900.0,2,49.0,154
Sarjapur,3,1830.0,3,88.0,184
others,5,1800.0,4,68.0,219
Chandapura,3,715.0,2,32.0,52
Uttarahalli,2,1065.0,2,42.59,205
others,2,946.0,2,45.0,219
Laggere,1,1500.0,1,60.0,145
Kudlu Gate,3,1656.0,3,80.0,141
Uttarahalli,2,1075.0,2,46.76,205
others,3,1540.0,3,85.0,219
LB Shastri Nagar,1,665.0,1,32.0,144
Electronics City Phase 1,2,1145.0,2,54.0,72
others,3,1610.0,2,64.4,219
Whitefield,3,1200.0,3,56.58,213
EPIP Zone,3,1709.0,3,80.0,69
Gottigere,3,1400.0,2,50.0,77
others,3,1439.0,3,57.23,219
Kasavanhalli,2,1375.0,2,72.0,123
Yelahanka,2,1315.0,2,75.0,215
Yelahanka,6,3600.0,6,200.0,215
Bannerghatta Road,3,1430.0,3,59.0,35
Mahadevpura,3,1400.0,2,65.8,149
Horamavu Banaswadi,2,1200.0,2,45.0,93
Uttarahalli,2,1150.0,2,70.0,205
others,3,1435.0,2,60.0,219
Mallasandra,2,1325.0,2,65.0,150
Hoodi,3,1370.0,3,67.0,91
others,3,1409.0,2,62.0,219
Bellandur,2,1200.0,2,52.0,41
Thanisandra,2,1200.0,2,53.5,199
others,2,1250.0,2,50.0,219
Bommanahalli,4,2100.0,4,85.0,46
5th Phase JP Nagar,1,552.0,1,23.5,5
Uttarahalli,3,1065.0,2,42.59,205
others,2,1225.0,2,65.0,219
Padmanabhanagar,2,1067.0,2,52.0,170
Sarjapur,3,1364.0,2,56.0,184
others,3,1750.0,3,75.0,219
Bannerghatta Road,2,1240.0,2,71.0,35
Kaggadasapura,3,1540.0,3,75.0,111
others,2,1116.0,2,49.8,219
Vijayanagar,2,864.0,2,45.0,209
Raja Rajeshwari Nagar,2,1060.0,2,48.0,176
Hennur,2,1160.0,2,49.0,89
Sarjapur  Road,3,1484.0,2,65.0,185
Hennur Road,2,1310.0,2,66.0,90
Jigani,3,1230.0,3,60.0,106
others,2,1150.0,2,60.0,219
Munnekollal,3,1385.0,2,66.5,156
Tumkur Road,2,1066.0,2,52.5,203
others,3,1625.0,3,92.0,219
Raja Rajeshwari Nagar,6,3900.0,6,195.0,176
Nagavarapalya,2,907.0,2,38.0,164
Ulsoor,4,3500.0,4,138.0,204
Varthur,3,1395.0,2,79.0,206
others,2,1180.0,2,50.0,219
Electronic City,2,1175.0,2,47.0,70
others,2,1272.0,2,51.5,219
Yeshwanthpur,2,1144.0,2,67.0,218
others,4,2400.0,5,140.0,219
Hormavu,2,1143.0,2,53.0,94
others,2,1044.0,2,60.0,219
Hennur Road,3,1552.0,3,75.0,90
Pai Layout,2,810.0,2,34.5,171
others,3,1595.0,3,70.39,219
Babusapalaya,3,1410.0,2,65.0,25
Nagarbhavi,3,1523.0,2,56.0,161
others,3,1640.0,3,84.0,219
Yelahanka New Town,1,450.0,1,16.0,216
Bannerghatta Road,3,1305.0,2,60.0,35
Kaggadasapura,2,1240.0,2,45.0,111
others,2,1200.0,2,54.0,219
Dodda Nekkundi,2,1100.0,2,41.16,63
others,2,959.0,2,42.5,219
Yelahanka,2,1390.0,2,70.21,215
Kenchenahalli,3,1280.0,2,69.0,127
Kasturi Nagar,2,1000.0,2,58.0,124
Marathahalli,2,1196.0,2,57.9,153
Sarjapur  Road,3,1220.0,3,57.0,185
others,2,1141.0,2,55.0,219
5th Phase JP Nagar,2,1200.0,2,51.0,5
Kasavanhalli,3,1380.0,2,55.0,123
Doddathoguru,2,855.0,2,32.0,66
Chandapura,2,922.0,2,36.0,52
others,2,1200.0,2,43.2,219
7th Phase JP Nagar,2,1070.0,2,42.0,7
others,2,1293.0,2,75.0,219
R.T. Nagar,3,1380.0,2,50.0,174
Yelahanka New Town,3,1599.0,3,80.0,216
Nehru Nagar,2,967.0,2,41.1,166
others,3,1885.0,3,90.0,219
Sarjapur  Road,2,1050.0,2,63.5,185
Marathahalli,3,1595.0,3,88.0,153
Hebbal,2,1204.0,2,45.0,86
Sarjapur  Road,2,1035.0,2,49.0,185
Sarjapur  Road,3,1457.0,3,85.0,185
Bannerghatta,2,1100.0,2,66.0,34
Ramagondanahalli,2,1215.0,2,46.1,179
Kanakpura Road,2,1155.0,2,50.125,120
Marathahalli,3,2122.0,3,125.0,153
others,2,1050.0,2,47.0,219
Kengeri,2,1230.0,2,45.0,128
5th Phase JP Nagar,3,1240.0,3,60.0,5
Electronic City Phase II,3,1252.0,2,65.0,71
8th Phase JP Nagar,1,500.0,1,30.0,8
Banashankari,2,1040.0,2,45.0,27
Sarjapur  Road,2,1350.0,2,68.0,185
Hennur,3,2400.0,3,135.0,89
Haralur Road,3,1560.0,3,90.0,84
Anandapura,2,1151.0,2,43.16,16
others,2,1250.0,2,60.0,219
Hennur Road,2,1015.0,2,50.0,90
Kadugodi,3,1351.0,2,78.0,110
Yelahanka New Town,2,960.0,2,50.0,216
others,2,1110.0,2,52.0,219
R.T. Nagar,3,1680.0,3,72.0,174
others,3,1350.0,3,48.6,219
Horamavu Banaswadi,2,1254.0,2,47.0,93
CV Raman Nagar,2,1051.0,2,61.0,51
Uttarahalli,2,1099.0,2,65.0,205
Whitefield,2,1125.0,2,45.0,213
Vittasandra,3,1650.0,3,85.0,212
Gollarapalya Hosahalli,3,1320.0,3,60.0,76
Mysore Road,3,1500.0,3,74.0,158
Whitefield,2,1180.0,2,70.0,213
Kadugodi,2,1010.0,2,50.0,110
Kalena Agrahara,2,1040.0,2,45.0,114
Kasavanhalli,2,1200.0,2,60.0,123
Begur Road,2,1200.0,2,44.4,40
Yelahanka,2,1200.0,2,55.0,215
Kengeri Satellite Town,2,985.0,2,42.0,129
Ramagondanahalli,3,1475.0,2,63.0,179
Sarjapur  Road,3,1157.0,2,53.99,185
others,2,900.0,2,35.0,219
Gottigere,4,2500.0,3,120.0,77
GM Palaya,2,1030.0,2,60.0,74
others,2,1000.0,2,46.0,219
Kudlu,3,1570.0,2,65.94,140
Kanakapura,2,1283.0,2,68.0,119
Electronic City Phase II,3,875.0,2,40.0,71
others,2,1200.0,2,52.0,219
Yelahanka,2,990.0,2,37.62,215
others,2,1190.0,2,55.0,219
Yelachenahalli,2,1100.0,2,60.0,214
Harlur,2,1133.0,2,55.0,85
Somasundara Palya,4,2400.0,3,140.0,192
Whitefield,2,1280.0,2,69.0,213
Horamavu Agara,3,1250.0,3,65.0,92
Munnekollal,2,1080.0,2,45.0,156
Sarjapur  Road,3,1385.0,3,55.0,185
others,3,1578.0,3,73.9,219
Sarjapur  Road,3,1700.0,3,79.9,185
Electronic City,1,435.0,1,22.0,70
Magadi Road,2,1116.0,2,51.89,148
Hormavu,2,1000.0,2,50.0,94
HSR Layout,2,1145.0,2,46.0,83
Bommasandra,2,800.0,1,32.0,47
Devanahalli,3,1700.0,3,88.2,62
others,2,1475.0,2,70.0,219
BTM 2nd Stage,2,1265.0,2,55.0,23
Brookefield,2,1080.0,2,50.0,49
others,2,2400.0,2,125.0,219
Kadubeesanahalli,3,1545.0,2,66.0,109
6th Phase JP Nagar,3,1350.0,2,58.0,6
others,3,1427.0,2,70.0,219
Yelahanka,2,935.0,2,35.53,215
Ananth Nagar,2,960.0,2,37.0,17
Brookefield,2,1230.0,2,55.0,49
Uttarahalli,3,1590.0,3,58.0,205
others,3,1350.0,3,68.0,219
Kaggadasapura,3,1560.0,2,72.0,111
Sonnenahalli,3,1484.0,3,74.18,194
others,3,1455.0,2,55.0,219
Bharathi Nagar,2,1351.0,2,74.0,42
KR Puram,3,1430.0,2,61.0,108
Sarjapur  Road,2,984.0,2,55.0,185
Jalahalli,3,1770.0,3,100.0,104
Margondanahalli,2,1140.0,2,60.0,154
others,3,1570.0,3,80.0,219
others,3,1495.0,2,65.0,219
Hoodi,3,1530.0,2,67.0,91
Gunjur,3,1800.0,3,70.0,80
Bellandur,2,1088.0,2,48.0,41
Thubarahalli,3,1540.0,3,90.0,201
Hebbal,2,1244.0,3,48.0,86
others,3,1350.0,3,75.0,219
Yelahanka New Town,4,2095.0,3,109.0,216
Vijayanagar,2,1019.0,2,58.0,209
Bommasandra,3,1280.0,3,50.0,47
Whitefield,3,2134.0,4,118.0,213
others,3,1440.0,3,72.0,219
Hennur Road,3,1186.0,2,55.33,90
Kudlu,3,1600.0,3,79.0,140
Kambipura,3,1082.0,2,45.5,116
others,2,1200.0,2,56.0,219
Begur,3,3500.0,4,185.0,39
Dasarahalli,2,1220.0,2,52.0,61
Kanakapura,4,2130.0,4,120.0,119
others,3,1670.0,3,75.0,219
Begur,2,1100.0,2,55.0,39
Electronics City Phase 1,2,1125.0,2,65.0,72
Nagavara,2,1125.0,2,44.5,163
others,2,700.0,2,29.0,219
BTM Layout,3,1300.0,2,75.0,24
JP Nagar,3,1600.0,3,83.0,102
Magadi Road,3,1052.0,2,60.0,148
Electronic City,3,1500.0,2,63.0,70
Gottigere,3,1230.0,2,52.0,77
Haralur Road,3,1520.0,2,85.0,84
Kanakpura Road,1,525.0,1,26.25,120
Hosa Road,2,1040.0,2,61.0,95
others,3,1300.0,2,67.0,219
Panathur,2,1140.0,2,51.2,172
Nagavarapalya,1,646.0,1,25.84,164
Whitefield,3,1458.0,2,62.0,213
Whitefield,3,1808.0,4,80.0,213
Doddathoguru,2,1105.0,2,50.0,66
Raja Rajeshwari Nagar,2,1170.0,2,50.0,176
Chandapura,2,1080.0,2,45.0,52
Kaggalipura,3,1150.0,2,62.0,112
Ramamurthy Nagar,2,1200.0,2,57.9,180
Kudlu Gate,3,1656.0,3,75.0,141
KR Puram,2,1040.0,2,50.0,108
others,3,1215.0,2,49.75,219
NRI Layout,4,2150.0,4,115.0,160
others,2,1050.0,2,55.0,219
Old Madras Road,3,1425.0,2,74.31,169
Budigere,2,1162.0,2,58.0,50
others,2,1258.0,2,58.0,219
Whitefield,3,1537.0,2,70.0,213
Chikkalasandra,3,1230.0,2,53.51,56
Marathahalli,4,4000.0,4,200.0,153
Yelahanka,3,1282.0,2,48.72,215
Jakkur,3,1220.0,2,49.0,103
7th Phase JP Nagar,3,1415.0,3,65.0,7
Kasavanhalli,2,1495.0,2,83.0,123
Yeshwanthpur,3,2501.0,3,138.0,218
Hennur Road,3,2002.0,3,120.0,90
Banjara Layout,2,1200.0,2,70.0,33
Bommasandra,3,1942.0,3,90.0,47
Electronics City Phase 1,3,1522.5,2,60.75,72
Electronic City,2,1039.0,2,50.0,70
Yelahanka,3,1620.0,3,90.0,215
Marathahalli,2,1314.0,2,55.0,153
Nehru Nagar,3,1374.0,3,72.0,166
Kengeri,3,1230.0,2,52.0,128
Sarjapur  Road,4,1864.0,3,105.0,185
Hosa Road,3,2500.0,3,100.0,95
Whitefield,2,1186.0,2,55.0,213
Electronic City,2,770.0,1,39.9,70
Varthur,2,1085.0,2,45.0,206
others,3,1893.0,3,115.0,219
Kundalahalli,3,1496.0,2,78.0,143
Electronics City Phase 1,3,1550.0,2,82.0,72
Marathahalli,3,1200.0,2,58.17,153
Electronic City Phase II,2,1286.0,2,69.0,71
Hebbal,3,1860.0,3,95.0,86
Haralur Road,2,1243.0,2,45.0,84
7th Phase JP Nagar,2,1040.0,2,41.59,7
Subramanyapura,3,1278.0,2,59.0,195
others,6,2400.0,6,98.0,219
Vijayanagar,5,2400.0,6,125.0,209
Sarjapur  Road,3,1157.0,2,57.84,185
Raja Rajeshwari Nagar,2,1185.0,2,51.15,176
Ramamurthy Nagar,3,1305.0,3,60.0,180
Thanisandra,1,784.0,1,35.285,199
Whitefield,3,1806.0,3,85.0,213
Kudlu,2,1027.0,2,42.0,140
Uttarahalli,2,1002.0,2,40.08,205
Hennur Road,2,1232.0,2,69.6,90
Kalyan nagar,2,1250.0,2,65.0,115
Raja Rajeshwari Nagar,2,1255.0,2,53.87,176
Akshaya Nagar,3,1434.0,3,84.0,12
others,2,1205.0,2,70.0,219
others,3,1500.0,3,90.0,219
Thanisandra,2,965.0,2,56.0,199
Battarahalli,2,1636.0,2,82.89,38
Whitefield,2,1216.0,2,67.0,213
Yelahanka,1,654.0,1,36.25,215
Budigere,3,1636.0,3,92.0,50
Hennur Road,2,1195.0,2,73.0,90
others,2,1250.0,2,67.0,219
JP Nagar,4,3000.0,3,150.0,102
Hennur Road,2,1020.0,2,47.0,90
Marathahalli,2,1125.0,2,55.0,153
others,3,909.0,2,43.0,219
others,2,1400.0,2,85.0,219
Kadugodi,2,1152.0,2,61.0,110
Subramanyapura,2,958.0,2,34.49,195
others,3,1800.0,2,100.0,219
Thanisandra,1,777.0,1,38.535,199
Thanisandra,3,1430.0,2,54.0,199
Bommanahalli,2,1020.0,2,55.0,46
others,4,750.0,2,42.0,219
Anekal,3,967.0,2,45.0,18
others,2,850.0,1,35.5,219
Varthur,2,1250.0,2,47.0,206
Gottigere,2,1120.0,2,50.0,77
Hebbal,2,1200.0,2,52.0,86
 Devarachikkanahalli,3,1417.0,2,76.0,0
Thanisandra,3,1492.0,3,88.0,199
Devanahalli,3,1498.0,3,79.15,62
